 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
Bb mixolydian (2b), 1:0:0:0:0, 3:0:1:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 4:0:1:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 6:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 4:0:1:0:0, 3:0:0:0:0, 4:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:0, 1:0:0:0:0,  , 3:0:1:0:2, 4:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 74:3:6:0:10
D mixolydian (2#), 2:0:0:0:0, 1:1:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:2:0:0:1, 5:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 3:0:0:0:2, 2:0:0:0:0, 2:1:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 5:1:0:0:3, 3:0:0:0:1, 1:1:0:0:0, 2:1:0:0:0, 7:0:1:0:4, 4:2:0:0:1, 0:0:0:0:0, 4:0:0:0:0, 3:1:0:0:0, 3:0:0:0:0, 2:0:0:0:1, 4:0:0:0:1, 4:0:0:0:2, 2:0:0:0:1, 3:0:0:0:2, 4:0:0:0:2, 4:0:1:0:2, 3:1:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:1:0:2, 2:0:0:0:0, 1:0:0:0:1, 5:0:0:0:2, 4:0:0:0:1, 1:0:0:0:0,  , 3:0:0:0:2, 6:1:0:0:1, 3:1:0:0:0, 3:1:0:0:0, 2:0:0:0:0, 134:16:3:0:40
Bb aeolian (2b), 1:0:0:0:0, 3:0:1:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 4:0:1:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 6:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 4:0:1:0:0, 3:0:0:0:0, 4:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:0, 1:0:0:0:0,  , 3:0:1:0:2, 4:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 74:3:6:0:10
D aeolian (2#), 2:0:0:0:0, 1:1:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:2:0:0:1, 5:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 3:0:0:0:2, 2:0:0:0:0, 2:1:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 5:1:0:0:3, 3:0:0:0:1, 1:1:0:0:0, 2:1:0:0:0, 7:0:1:0:4, 4:2:0:0:1, 0:0:0:0:0, 4:0:0:0:0, 3:1:0:0:0, 3:0:0:0:0, 2:0:0:0:1, 4:0:0:0:1, 4:0:0:0:2, 2:0:0:0:1, 3:0:0:0:2, 4:0:0:0:2, 4:0:1:0:2, 3:1:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:1:0:2, 2:0:0:0:0, 1:0:0:0:1, 5:0:0:0:2, 4:0:0:0:1, 1:0:0:0:0,  , 3:0:0:0:2, 6:1:0:0:1, 3:1:0:0:0, 3:1:0:0:0, 2:0:0:0:0, 134:16:3:0:40
Bb locrian (2b), 1:0:0:0:0, 3:0:1:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 4:0:1:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 1:0:0:0:0, 2:0:0:0:0, 1:1:0:0:1, 0:0:0:0:0, 6:1:0:0:1, 1:0:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 2:0:0:0:0, 2:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 4:0:1:0:0, 3:0:0:0:0, 4:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:0, 3:0:0:0:0, 0:0:0:0:0, 1:0:0:0:0, 2:0:1:0:0, 1:0:0:0:0,  , 3:0:1:0:2, 4:0:0:0:1, 1:0:0:0:0, 2:0:0:0:0, 1:0:0:0:0, 74:3:6:0:10
D locrian (2#), 2:0:0:0:0, 1:1:0:0:0, 1:0:0:0:0, 3:1:0:0:1, 4:2:0:0:1, 5:0:0:0:2, 1:0:0:0:0, 2:0:0:0:1, 2:0:0:0:1, 3:0:0:0:2, 2:0:0:0:0, 2:1:0:0:0, 3:0:0:0:1, 3:1:0:0:0, 2:0:0:0:1, 1:0:0:0:0, 2:0:0:0:1, 5:1:0:0:3, 3:0:0:0:1, 1:1:0:0:0, 2:1:0:0:0, 7:0:1:0:4, 4:2:0:0:1, 0:0:0:0:0, 4:0:0:0:0, 3:1:0:0:0, 3:0:0:0:0, 2:0:0:0:1, 4:0:0:0:1, 4:0:0:0:2, 2:0:0:0:1, 3:0:0:0:2, 4:0:0:0:2, 4:0:1:0:2, 3:1:0:0:0, 1:0:0:0:0, 2:0:0:0:0, 4:0:1:0:2, 2:0:0:0:0, 1:0:0:0:1, 5:0:0:0:2, 4:0:0:0:1, 1:0:0:0:0,  , 3:0:0:0:2, 6:1:0:0:1, 3:1:0:0:0, 3:1:0:0:0, 2:0:0:0:0, 134:16:3:0:40
Eb major (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
A major (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
C minor (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
F# minor (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
C minor mel (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
F# minor mel (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
Eb major blues (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
A major blues (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
C minor blues (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
F# minor blues (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
Eb dorian (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
A dorian (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
Eb phrygian (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
A phrygian (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
Eb lydian (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
A lydian (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
Eb mixolydian (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
A mixolydian (3#), 2:0:0:0:0, 2:1:0:0:0, 2:0:0:0:0, 4:1:0:0:2, 4:0:0:0:1, 6:0:0:0:1, 1:0:0:0:0, 1:0:0:0:1, 3:0:0:0:1, 4:0:0:0:1, 3:0:0:0:0, 3:1:0:0:0, 4:0:0:0:1, 4:1:0:0:0, 3:0:0:0:0, 1:0:0:0:0, 2:0:0:0:1, 6:0:1:1:3, 4:0:0:0:0, 1:1:0:0:1, 3:1:0:0:0, 8:0:1:0:2, 5:2:0:0:1, 0:0:0:0:0, 5:0:0:0:0, 4:1:0:0:0, 3:0:1:1:2, 2:0:0:0:0, 3:0:0:0:1, 5:0:0:0:1, 3:0:0:0:1, 2:0:0:0:1, 5:0:0:0:1, 5:0:1:0:2, 4:1:0:0:0, 1:0:0:0:0, 3:0:0:0:0, 5:0:1:0:2, 3:0:0:0:0, 1:0:0:0:0, 4:0:0:0:1, 3:0:0:0:1, 1:0:0:0:0,  , 4:0:0:0:1, 7:1:0:0:1, 4:1:0:0:0, 4:1:0:0:0, 2:0:0:0:0, 159:13:5:2:31
Eb aeolian (3b), 2:0:0:0:1, 4:0:1:0:1, 2:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 3:0:0:0:1, 2:0:0:0:1, 3:0:1:0:0, 0:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 1:0:0:0:0, 2:0:0:0:2, 5:0:0:0:2, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 0:0:0:0:0, 3:0:0:0:1, 1:1:0:0:1, 1:0:0:0:0, 6:1:0:0:2, 2:0:0:0:0, 1:0:0:0:1, 4:1:0:0:2, 3:0:0:0:1, 1:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 0:0:0:0:0, 2:0:0:0:1, 3:0:1:0:0, 3:0:0:0:1, 5:0:0:0:2, 2:0:0:0:1, 0:0:0:0:0, 1:0:0:0:0, 3:0:0:0:1, 4:0:0:0:1, 0:0:0:0:0, 0:0:0:0:0, 1:0:1:0:0, 2:0:0:0:1,  , 4:0:1:0:1, 5:0:0:0:2, 2:0:0:0:1, 3:0:0:0:1, 1:0:0:0:1, 91:3:6:0:31
